DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2020-9609-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2021-000054|GLIDE:DR-2021-000111,,SOM,Somalia,Sub-Saharan Africa,Africa,"Gedo; Las Anod / Hudun and Taleb (Sool), Eilafwen (Sanaag), Odwein and Ainabo (Togdheer), Luqbaya / Zeila (Awdal) Somaliland state; Goldogo (Mudug); Ishkushuban (Bari), Puntland state; Nugaal; Galmudug, Jubaland, Puntland and South West states",,Famine,Yes,No,Yes,,,Km2,,,,2021,3,,2022,12,,,,7100000,,7100000,,,,,993000,1149550,86.3816569410958,"[{""adm1_code"":2689,""adm1_name"":""Bakool""},{""adm1_code"":2690,""adm1_name"":""Bari""},{""adm1_code"":2691,""adm1_name"":""Bay""},{""adm1_code"":2693,""adm1_name"":""Galgaduud""},{""adm1_code"":2694,""adm1_name"":""Gedo""},{""adm1_code"":2696,""adm1_name"":""Juba Hoose""},{""adm1_code"":2697,""adm1_name"":""Shabelle Hoose""},{""adm1_code"":2698,""adm1_name"":""Juba Dhexe""},{""adm1_code"":2700,""adm1_name"":""Mudug""},{""adm1_code"":2701,""adm1_name"":""Nugaal""},{""adm2_code"":25655,""adm2_name"":""Lughaye""},{""adm2_code"":25656,""adm2_name"":""Zeylac""},{""adm2_code"":25713,""adm2_name"":""Laasqoray""},{""adm2_code"":25714,""adm2_name"":""Ceel Afweyn""},{""adm2_code"":25715,""adm2_name"":""Ceerigaabo""},{""adm2_code"":25716,""adm2_name"":""Caynabo""},{""adm2_code"":25717,""adm2_name"":""Laas Caanood""},{""adm2_code"":25721,""adm2_name"":""Buuhoodle""}]","[{""gid_1"":""SOM.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jubbada Hoose""},{""gid_1"":""SOM.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mudug""},{""gid_1"":""SOM.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Nugaal""},{""gid_1"":""SOM.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Shabeellaha Hoose""},{""gid_1"":""SOM.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bakool""},{""gid_1"":""SOM.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bari""},{""gid_1"":""SOM.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bay""},{""gid_1"":""SOM.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Galguduud""},{""gid_1"":""SOM.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gedo""},{""gid_1"":""SOM.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jubbada Dhexe""},{""gid_2"":""SOM.1.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lughaya""},{""gid_2"":""SOM.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Zeylac""},{""gid_2"":""SOM.13.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Badhan""},{""gid_2"":""SOM.13.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ceel-Afwein""},{""gid_2"":""SOM.13.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ceerigaabo""},{""gid_2"":""SOM.16.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Caynabo""},{""gid_2"":""SOM.16.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lascaanod""},{""gid_2"":""SOM.17.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Buuhoodle""}]",2021-03-16,2025-12-20
2021-0006-PHL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,"Bicol, Western and Eastern Visayas Regions",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,1,10,2021,1,18,2,,261580,,261580,,,,,,,86.3816569410958,"[{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""},{""adm1_code"":2362,""adm1_name"":""Region VI (Western Visayas)""},{""adm1_code"":2364,""adm1_name"":""Region VIII (Eastern Visayas)""}]","[{""gid_1"":""PHL.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Biliran""},{""gid_1"":""PHL.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Camarines Norte""},{""gid_1"":""PHL.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Camarines Sur""},{""gid_1"":""PHL.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Capiz""},{""gid_1"":""PHL.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Catanduanes""},{""gid_1"":""PHL.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Eastern Samar""},{""gid_1"":""PHL.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Guimaras""},{""gid_1"":""PHL.36_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Iloilo""},{""gid_1"":""PHL.43_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Leyte""},{""gid_1"":""PHL.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Masbate""},{""gid_1"":""PHL.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Aklan""},{""gid_1"":""PHL.51_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Negros Occidental""},{""gid_1"":""PHL.54_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Northern Samar""},{""gid_1"":""PHL.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Albay""},{""gid_1"":""PHL.66_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Samar""},{""gid_1"":""PHL.69_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Sorsogon""},{""gid_1"":""PHL.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Antique""},{""gid_1"":""PHL.71_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Southern Leyte""}]",2021-01-19,2025-12-20
2021-0015-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Beaufort, Kota Marudu, Kudat, Pitas (Sabah State, Borneo's East Malaysia); Serian, Samarahan, Miri, Kuching (Sarawak state)",Heavy rains,,No,No,No,,,Km2,,,,2021,1,11,2021,1,13,,,6000,,6000,,,,,,,86.3816569410958,"[{""adm1_code"":1901,""adm1_name"":""Sabah""}]","[{""gid_1"":""MYS.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sabah""}]",2021-01-19,2025-12-20
2021-0017-TWN,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Taipei, New Taipei, Taoyuan Town, Keelung Town, Yunlin County (western Taiwan Island)",,Cold wave,No,No,No,,,Kph,,,,2021,1,8,2021,1,12,18,,,,,,,,,,,86.3816569410958,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]","[{""gid_1"":""TWN.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kaohsiung""},{""gid_1"":""TWN.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""New Taipei""},{""gid_1"":""TWN.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Taichung""},{""gid_1"":""TWN.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Tainan""},{""gid_1"":""TWN.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Taipei""},{""gid_1"":""TWN.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Taiwan""}]",2021-01-19,2025-12-20
2021-0023-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Sumbawa Island (West Nusa Tenggara Province, Lesser Sunda Islands), Nunukan Regency (North Kalimantan Province)",Heavy rains,,No,No,No,,,Km2,,,Sembakung River,2021,1,6,2021,1,8,3,,10000,,10000,,,,,,,86.3816569410958,"[{""adm2_code"":73813,""adm2_name"":""Nunukan""},{""adm2_code"":73858,""adm2_name"":""Sumbawa""}]","[{""gid_2"":""IDN.20.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sumbawa""},{""gid_2"":""IDN.35.9"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nunukan""}]",2021-01-19,2025-12-20
2021-0090-MDG,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MDG,Madagascar,Sub-Saharan Africa,Africa,"Antananarivo City (Analamanga Region), Alaotra-Mangoro, Analamanga, Melaky Menabe",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,2,18,2021,2,22,1,,1400,,1400,,,,,,,86.3816569410958,"[{""adm1_code"":41750,""adm1_name"":""Alaotra Mangoro""},{""adm1_code"":41752,""adm1_name"":""Analamanga""},{""adm1_code"":41766,""adm1_name"":""Melaky""}]","[{""gid_2"":""MDG.1.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Analamanga""},{""gid_2"":""MDG.4.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Melaky""},{""gid_2"":""MDG.5.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Alaotra-Mangoro""}]",2021-02-23,2025-12-20
2021-0028-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000001,,MYS,Malaysia,South-eastern Asia,Asia,"Johor, Pahang, Terengganu, Sabah, Kelantan, Selangor, Perak states",,Lightening,No,No,No,,,Km2,,,,2021,1,2,2021,1,8,8,,23776,,23776,,,,,,,86.3816569410958,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1898,""adm1_name"":""Perak""},{""adm1_code"":1901,""adm1_name"":""Sabah""},{""adm1_code"":1903,""adm1_name"":""Selangor""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]","[{""gid_1"":""MYS.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sabah""},{""gid_1"":""MYS.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Selangor""},{""gid_1"":""MYS.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Trengganu""},{""gid_1"":""MYS.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Johor""},{""gid_1"":""MYS.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kelantan""},{""gid_1"":""MYS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Pahang""},{""gid_1"":""MYS.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Perak""}]",2021-01-19,2025-12-20
2021-0036-ZAF,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2021-000008|GLIDE:TC-2021-000009|GLIDE:TC-2021-000011,Tropical cyclone 'Eloise',ZAF,South Africa,Sub-Saharan Africa,Africa,"Umkhanyakude, Zululand (Kwa Zulu Natal province) , Ehlanzeni, Mbombela, Bushbuckridge, Nkomazi, Thaba Chweu, Gert Sibande, Chief Albert Luthuli (Mpumalanga province); Capricorn, Lepelle-Nkump, Molemole, Mopane, Vhembe (Limpopo province)",,Flood,No,No,No,,,Kph,,,,2021,1,24,2021,1,24,4,,3200,,3200,,,,,,,86.3816569410958,"[{""adm2_code"":77334,""adm2_name"":""Zululand District Municipality""},{""adm2_code"":77335,""adm2_name"":""Umkhanyakude District Municipality""},{""adm2_code"":77343,""adm2_name"":""Vhembe District Municipality""},{""adm2_code"":77344,""adm2_name"":""Capricorn District Municipality""},{""adm2_code"":77339,""adm2_name"":""Gert Sibande District Municipality""},{""adm2_code"":77341,""adm2_name"":""Ehlanzeni District Municipality""}]","[{""gid_2"":""ZAF.4.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Zululand""},{""gid_2"":""ZAF.4.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Umkhanyakude""},{""gid_2"":""ZAF.5.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Capricorn""},{""gid_2"":""ZAF.5.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Vhembe""},{""gid_2"":""ZAF.6.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ehlanzeni""},{""gid_2"":""ZAF.6.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gert Sibande""}]",2021-01-27,2025-12-20
2021-0058-AUS,No,nat-cli-wil-lan,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,AUS,Australia,Australia and New Zealand,Oceania,Perth region,,,No,No,No,,,Km2,,,,2021,2,1,2021,2,7,,,,243,243,,,46000,53252,120000,138918,86.3816569410958,"[{""adm2_code"":5533,""adm2_name"":""Perth (C)""}]","[{""gid_2"":""AUS.11.101_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Perth""}]",2021-02-05,2025-12-20
2021-0062-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Pasuruan Regency, Nganjuk Regency, Kudus Regency (Java Island)",Heavy rains,,No,No,No,,,Km2,,,Kedunglarangan and Kabeng Pulungan rivers,2021,2,3,2021,2,5,2,,25400,,25400,,,,,,,86.3816569410958,"[{""adm2_code"":18049,""adm2_name"":""Kudus""},{""adm2_code"":18087,""adm2_name"":""Nganjuk""},{""adm2_code"":18091,""adm2_name"":""Pasuruan""}]","[{""gid_2"":""IDN.10.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kudus""},{""gid_2"":""IDN.11.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nganjuk""},{""gid_2"":""IDN.11.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasuruan""}]",2021-02-05,2025-12-20
2021-0069-CHL,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,CHL,Chile,Latin America and the Caribbean,Americas,"Santiago Metropolitan, O’Higgins, Valparaíso, Maule, Araucanía, and Bío Bío Regions",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,1,29,2021,2,2,,,521,,521,,,,,175000,202589,86.3816569410958,"[{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""},{""adm2_code"":12971,""adm2_name"":""Santiago""}]","[{""gid_1"":""CHL.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maule""},{""gid_1"":""CHL.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Ñuble""},{""gid_1"":""CHL.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Valparaíso""},{""gid_1"":""CHL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Araucanía""},{""gid_1"":""CHL.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Bío-Bío""},{""gid_1"":""CHL.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Libertador General Bernardo O'Hi""},{""gid_2"":""CHL.14.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Santiago""}]",2021-02-05,2025-12-20
2021-0071-MAR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MAR,Morocco,Northern Africa,Africa,Tanger,Heavy rains,,No,No,No,,,Km2,,,,2021,2,1,2021,2,28,24,10,,,10,,,,,,,86.3816569410958,"[{""adm1_code"":147337,""adm1_name"":""Tanger - Tétouan""}]","[{""gid_1"":""MAR.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tanger - Tétouan""}]",2021-02-09,2025-12-20
2021-0077-CHE,No,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,CHE,Switzerland,Western Europe,Europe,Swiss Alps. Part of canton Valais was placed under the avalanche danger level 5.,,Snow/ice,No,No,No,,,,,,,2021,1,13,2021,1,31,17,,,,,,,,,,,86.3816569410958,"[{""adm1_code"":2829,""adm1_name"":""Valais""}]","[{""gid_1"":""CHE.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Valais""}]",2021-02-10,2025-12-20
2021-0236-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2021-000040,Tropical cyclone 'Surigae',PHL,Philippines,South-eastern Asia,Asia,"Cagayan Valley, Bicol, Eastern Visayas and Caraga Regions",,,No,No,No,,,Kph,,,,2021,4,22,2021,4,22,9,,15000,,15000,,,,,20000,23153,86.3816569410958,"[{""adm1_code"":2357,""adm1_name"":""Region II (Cagayan Valley)""},{""adm1_code"":2361,""adm1_name"":""Region V (Bicol region)""},{""adm1_code"":2364,""adm1_name"":""Region VIII (Eastern Visayas)""},{""adm1_code"":2368,""adm1_name"":""Region XIII (Caraga)""}]","[{""gid_1"":""PHL.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Batanes""},{""gid_1"":""PHL.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Biliran""},{""gid_1"":""PHL.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Cagayan""},{""gid_1"":""PHL.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Camarines Norte""},{""gid_1"":""PHL.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Camarines Sur""},{""gid_1"":""PHL.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Catanduanes""},{""gid_1"":""PHL.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Agusan del Norte""},{""gid_1"":""PHL.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Dinagat Islands""},{""gid_1"":""PHL.31_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Eastern Samar""},{""gid_1"":""PHL.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Isabela""},{""gid_1"":""PHL.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Agusan del Sur""},{""gid_1"":""PHL.43_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Leyte""},{""gid_1"":""PHL.46_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Masbate""},{""gid_1"":""PHL.54_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Northern Samar""},{""gid_1"":""PHL.56_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Nueva Vizcaya""},{""gid_1"":""PHL.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Albay""},{""gid_1"":""PHL.63_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Quirino""},{""gid_1"":""PHL.66_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Samar""},{""gid_1"":""PHL.69_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Sorsogon""},{""gid_1"":""PHL.71_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Southern Leyte""},{""gid_1"":""PHL.74_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Surigao del Norte""},{""gid_1"":""PHL.75_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Surigao del Sur""}]",2021-04-29,2025-12-20
2021-0252-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2021-000056,Tropical cyclone 'Tauktae',IND,India,Southern Asia,Asia,"Kerala, Karnataka, Goa, Maharashtra, Gujarat, Rajasthan, Delhi, Haryana, Uttar Pradesh and Uttarakhand",,,No,No,No,,222,Kph,,,,2021,5,14,2021,5,19,198,153,700000,,700153,,,,,1400000,1620714,86.3816569410958,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]","[{""gid_1"":""IND.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Goa""},{""gid_1"":""IND.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gujarat""},{""gid_1"":""IND.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Haryana""},{""gid_1"":""IND.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Karnataka""},{""gid_1"":""IND.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kerala""},{""gid_1"":""IND.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maharashtra""},{""gid_1"":""IND.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""NCT of Delhi""},{""gid_1"":""IND.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Rajasthan""},{""gid_1"":""IND.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Uttar Pradesh""},{""gid_1"":""IND.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Uttarakhand""}]",2021-05-17,2025-12-20
